,text
4915, Turkey's Erdogan says Syrian suicide bomber believed responsible for blast in Istanbul square
4916,Icahn buying up Time Warner shares: sources -  
4917,"Ten dead, fifteen wounded in Istanbul blast: governor's office:  "
4918,"Mobile clinics, medical teams needed in Madaya: WHO official tell Reuters "
4919,North Korea faked sub-launched missile test footage: analysis -  
4920,"Rupert Murdoch, Jerry Hall announce engagement:  "
4921,"Several dead, wounded after blast in central Istanbul: Turkish TV -  "
4922," Istanbul governor's office says 10 killed, 15 wounded in Sultanahmet explosion"
4923,Turkish police seal off historic Istanbul square after blast: 
4924,Wanda goes to Hollywood: China tycoon's firm buys film studio Legendary for $3.5 billion  
4925,"Several dead, wounded after blast in central Istanbul: Turkish TVs "
4926," Several dead, wounded after blast in Istanbul - Turkish TV"
4927,Oil prices tumble 3 percent to just over $30; traders bet on more falls  
4928,"Obama's last State of the Union to set final goals, promote legacy  "
4929,Mexico says Sean Penn meeting was 'essential' to finding kingpin Chapo  
4930,"Mother of Texas 'affluenza' teen posts bond, set for Tuesday release "
4931,"China seeks to stabilize yuan, stocks still fragile  "
4932,"Asia stocks wary as China concerns remain, oil drops  "
4933,Judge authorizes search after scent of slain Virginia woman is found  
4934, Billionaire Lasry's junk fund stops reporting asset levels amid turmoil  
4935,Seven candidates qualify for Thursday's main presidential debate  
4936,Muslim woman's silent Trump protest was far from spontaneous  
4937,China's Dalian Wanda buys control of Legendary Entertainment in $3.5 billion deal 
4938,Clinton seeks surcharge tax on wealthiest tier of Americans 
4939,Seven candidates qualify for Thursday's main U.S. presidential debate 
4940,Central American immigrants scramble for options to deportation by U.S. 
4941,Aid convoy reaches starving Syrian town of Madaya 
4942, About 15 state attorneys general join probe of health insurer mergers.  
4943,A timeline of GM's faulty ignition switch:  
4944,"Judge lowers bond for 'affluenza' mom from $1 million to $75,000:  "
4945,"A look at the last 24 hours around the world, in   "
4946,"""He made 'Blackstar' for us, his parting gift.""  "
4947,Obama to make good on Guantanamo pledge: White House chief of staff 
4948,What are the Powerball odds? A  $2 ticket has a one in 292.2 million chance of winning: 
4949, U.S. stocks finish higher in late rally after sliding as much as 1 percent  
4950,"Scent of Virginia student found in apartment of man charged with murdering her, witness says  "
4951,Slain Virginia student's scent found in suspect's apartment: witness 
4952,U.S. Powerball fever grips ticket buyers with prize at $1.4 billion 
4953,A timeline of GM's faulty ignition switch saga:  
4954, A look at the elaborate outfits that shaped David Bowie's pop personas.  
4955," Islamic State claims responsibility in online statement for ""twin"" attacks in Iraqi town that killed at least 20 people."
4956,George Washington University rescinds Cosby's doctorate 
4957,NYPD searching for the last of five suspects in Brooklyn playground rape:  
4958,North Korea holding U.S. citizen for allegedly spying for South Korea: CNN  
4959,What we know about the hours leading up to 'El Chapo's' capture:  
4960,"At least 48 killed in attacks in Iraqi capital, eastern town "
4961,Oscar Pistorius files papers to appeal conviction for the murder of his girlfriend:  
4962,How North Korea developed a nuclear weapons program despite poverty and sanctions:  
4963,Watchdog report finds efforts to combat illegal gunrunning from the U.S. to Mexico stumbles  
4964,Two of five suspects in Brooklyn playground rape turned themselves in:   
4965, Oscar Pistorius files papers to appeal his murder conviction: family spokesperson
4966,Teenager says attack on Jewish teacher was for Islamic State: prosecutor 
4967,“David Bowie” collection of Twitter reactions:  “
4968," U.S., Mexican efforts to battle gun trafficking falter - GAO "
4969,Mexico starts extradition process for drug lord 'El Chapo' Guzman:  
4970,Turkey unsettled by 'anti-Islamic' messages in U.S. presidency race: minister 
4971,A look back at the life and career of legendary rock star David Bowie:  
4972,North Korea holding U.S. citizen for allegedly spying: CNN -  
4973,"Obama, in State of Union speech, to draw contrast with Republican 'gloom':  "
4974,"EU's Mogherini: no set date for dropping Iran sanctions, could be soon "
4975,Jury selection to start in second Freddie Gray death trial 
4976,"Aid convoys depart for besieged Syrian town, villages: Red Cross "
4977,Dutch push intelligence sharing after missed signals in Paris  
4978,North Korea holding U.S. citizen and Canada pastor: CNN 
4979,Putin says he wants global cooperation against terrorism: Bild  
4980,"Detroit's auto industry is changed, but not as Washington planned  "
4981,David Bowie dies after 18-month battle with cancer  
4982,Naturalized American says detained in North Korea for spying: CNN 
4983,David Bowie dies after 18-month battle with cancer - Twitter account:  
4984,'The Revenant' and 'The Martian' take top Golden Globes  
4985,Drug lord Guzman closer to U.S. trial as Mexico starts extradition process 
4986,"China guides yuan higher, stocks fall anyway  "
4987,Five things the U.S. stock market is worried about after last week's rout 
4988,General Motors to face trial over recalled ignition switch 
4989,U.S. releases video it says shows Iranian rockets near American warships  
4990,Canadian pastor held in North Korea labor camp digs holes alone: CNN  
4991,Asia shares fall sharply amid China confusion  
4992,Two suspected of raping woman in N.Y. playground give themselves up 
4993,U.S. may deploy more strategic assets to Korean peninsula: South Korea 
4994,Kohl's exploring taking itself private: WSJ  
4995,U.S. crude oil prices drop over 2 percent as market loses faith in rebound  
4996,"VW CEO says new catalytic converter could fix 430,000 U.S. cars "
4997,China will find it tough to achieve over 6.5 percent growth over 2016-2020: state adviser 
4998,Winslet leads early Golden Globes winners as Gervais shocks 
4999,U.S. flies B-52 over South Korea after North's nuclear test 
5000,"Citizen Cruz: Trump hammers away, U.S. Senate leader mum on eligibility "
5001,"Sean Penn meeting, silver screen dreams help Mexican drug lord's downfall "
5002,"Asian shares pressured, South African rand dives "
5003,Growing scale of Cologne attacks stokes German debate on migrants 
5004,Wall Street faces profit recession as earnings season begins 
5005,"Trump hammers away at Cruz citizenship, U.S. Senate leader mum "
5006,"Woman raped by five men in New York City park, police say "
5007,"As foreign crises pile up, Obama seen taking few risks in final year "
5008,Obama will not endorse a candidate in 2016 Democratic presidential race: White House 
5009,U.S. Supreme Court set to hear challenge to public sector unions 
5010,"Rocket hits Medecins Sans Frontieres clinic in Yemen, killing three: MSF "
5011,Afghan forces retake northern district from Taliban 
5012,Egypt's parliament meets after more than three-year absence  
5013,"No winner of record $900 million Powerball jackpot, next draw on Wednesday  "
5014,Bombs hamper troops two weeks after victory declared in Iraq's Ramadi 
5015,Asia trade deal puts honey exporter in sweet spot for Obama speech  
5016,Muslim woman says Trump backers are supporting 'hateful rhetoric'  
5017,Anti-migrant protest turns violent as German welcome cools  
5018,UK supermarket Asda sees volatile sales in 2016  
5019,"Powerball jackpot jumps to $900 million, fueling American fantasies "
5020,Suspect charged in shooting of Philadelphia policeman - prosecutor 
5021,North Korea's Kim Jong Un says H-bomb test self-defensive step against the U.S.  
5022,VW proposes catalytic converter to fix U.S. test cheating cars - Bild am Sonntag  
5023,LA-area residents implore officials to approve plan to mitigate gas leak 
5024,"Hong Kong publishers spooked, anti-China books off shelves "
5025,"In humiliation, Argentina says manhunt still on for fugitives  "
5026,Drug lord Guzman faces extradition to U.S. after lapses lead to capture 
5027,Group seeks Trump apology after Muslim woman ejected from rally 
5028,"Locked in tight duel in Iowa, Trump stresses need to win state "
5029,"Cairo, Red Sea attacks deal new blows to Egypt "
5030,"'Star Wars' opens at record pace in China, Disney says "
5031,Record U.S. Powerball jackpot reaches estimated $900 million 
5032,Mexico aims to fulfill U.S. extradition request for 'Chapo' Guzman: sources 
5033,Saudi Arabia may take more measures against Iran in execution row: foreign minister 
5034,Turkish army says 18 Kurdish militants killed in southeast 
5035,Germany's Merkel toughens tone on migrants as protesters gather 
5036,Dozens of migrants die in the sea off Somaliland 
5037,"Few Russian strikes in Syria are against Islamic State, U.S. official says "
5038,Maryland officer jailed for putting gun to man's head: report 
5039,"Damascus backs Syria talks, wants list of 'terrorist groups' and opposition negotiators "
5040,New York Police Department officer shot in the leg: local media 
5041,Iran complains to U.N. about Saudi 'provocations' 
5042,Juniper Networks will drop code tied to National Security Agency  
5043,"Iraqi air force conducting 60 percent of sorties, PM Abadi says "
5044,"Militia groups meet with leaders of Oregon occupation, pledge support "
5045,Bus fare protest in Brazil's biggest city turns violent  
5046,Wall Street has worst start to year ever  
5047,"Facing U.S. storm, VW set for easier ride in Europe on emissions scandal "
5048,"After dreadful week, stocks look for reason to bounce  "
5049,North Korea says South's propaganda broadcasts push situation to 'brink of war'  
5050,China market tsar in spotlight amid stock market turmoil  
5051,Republican politicians jumped the gun on terrorism suspect's arrest: sources  
5052,Pfizer hikes U.S. prices for over 100 drugs on January 1  
5053,Mexico nabs infamous drug lord 'Chapo' Guzman after shootout 
5054,Tales from the Trail: Who would win if Hillary Clinton runs against Donald Trump?  
5055,The Supreme Court labor case echoes a very different dispute: The battle over gay marriage.  
5056,Gunman ambushes Philadelphia policeman 'in the name of Islam' 
5057, U.S. considers ending program that lures Cuban doctors to defect  
5058,Self-styled militia group joins Oregon occupation:  
5059,"Texas Gov. and Lt. Gov. released details about a terror suspect that were under seal, jeopardizing probe: sources "
5060, U.S. stock markets record worst start to the year in history: Dow and S&amp;P slid about 6 percent for the week
5061, Philadelphia shooter 'does not appear' to be observant Muslim despite citing Islamic State in police attack: Advocacy group
